,ticker,date,open,high,low,close,volume
0,IBM,20201207  04:00:00,128.5,128.5,125.91,126.75,-1
1,IBM,20201207  04:05:00,126.75,127.0,126.23,126.75,-1
2,IBM,20201207  04:10:00,126.75,127.0,126.225,126.75,-1
3,IBM,20201207  04:15:00,126.75,127.0,126.215,126.75,-1
4,IBM,20201207  04:20:00,126.75,127.0,126.225,126.75,-1
5,IBM,20201207  04:25:00,126.75,127.0,125.91,126.41,-1
6,IBM,20201207  04:30:00,126.41,127.0,125.745,125.9,-1
7,IBM,20201207  04:35:00,125.9,126.47,125.77,126.4,-1
8,IBM,20201207  04:40:00,126.4,126.48,125.745,125.9,-1
9,IBM,20201207  04:45:00,125.9,126.495,125.74,126.07,-1
10,IBM,20201207  04:50:00,126.07,126.51,125.755,125.9,-1
11,IBM,20201207  04:55:00,125.9,126.55,125.79,125.9,-1
12,IBM,20201207  05:00:00,125.9,126.54,125.81,125.9,-1
13,IBM,20201207  05:05:00,125.9,126.555,125.87,125.9,-1
14,IBM,20201207  05:10:00,125.9,126.575,125.885,125.9,-1
15,IBM,20201207  05:15:00,125.9,126.585,125.9,126.07,-1
16,IBM,20201207  05:20:00,126.07,126.725,125.9,125.91,-1
17,IBM,20201207  05:25:00,125.91,126.73,125.91,126.08,-1
18,IBM,20201207  05:30:00,126.08,126.755,125.91,126.045,-1
19,IBM,20201207  05:35:00,126.045,127.0,126.035,126.205,-1
20,IBM,20201207  05:40:00,126.205,126.84,126.0,126.19,-1
21,IBM,20201207  05:45:00,126.19,127.005,126.025,126.545,-1
22,IBM,20201207  05:50:00,126.545,126.755,126.02,126.54,-1
23,IBM,20201207  05:55:00,126.54,126.87,126.035,126.545,-1
24,IBM,20201207  06:00:00,126.545,126.845,126.02,126.035,-1
25,IBM,20201207  06:05:00,126.035,126.75,126.03,126.21,-1
26,IBM,20201207  06:10:00,126.21,127.085,126.04,126.225,-1
27,IBM,20201207  06:15:00,126.225,126.91,126.035,126.54,-1
28,IBM,20201207  06:20:00,126.54,126.855,126.03,126.55,-1
29,IBM,20201207  06:25:00,126.55,126.925,126.045,126.24,-1
30,IBM,20201207  06:30:00,126.24,127.105,126.1,126.275,-1
31,IBM,20201207  06:35:00,126.275,126.94,126.1,126.605,-1
32,IBM,20201207  06:40:00,126.605,127.095,126.1,126.615,-1
33,IBM,20201207  06:45:00,126.615,127.005,126.1,126.75,-1
34,IBM,20201207  06:50:00,126.75,126.75,126.75,126.75,-1
35,IBM,20201207  06:55:00,126.75,126.75,126.75,126.75,-1
36,IBM,20201207  07:00:00,126.75,126.75,126.75,126.75,-1
37,IBM,20201207  07:05:00,126.75,126.75,126.75,126.75,-1
38,IBM,20201207  07:10:00,126.75,126.75,126.75,126.75,-1
39,IBM,20201207  07:15:00,126.75,126.75,126.75,126.75,-1
40,IBM,20201207  07:20:00,126.75,126.75,126.75,126.75,-1
41,IBM,20201207  07:25:00,126.75,126.75,126.75,126.75,-1
42,IBM,20201207  07:30:00,126.75,126.75,126.75,126.75,-1
43,IBM,20201207  07:35:00,126.75,126.75,126.75,126.75,-1
44,IBM,20201207  07:40:00,126.75,126.75,126.75,126.75,-1
45,IBM,20201207  07:45:00,126.75,126.75,126.75,126.75,-1
46,IBM,20201207  07:50:00,126.75,126.75,126.75,126.75,-1
47,IBM,20201207  07:55:00,126.75,126.75,126.75,126.75,-1
48,IBM,20201207  08:00:00,126.75,126.75,126.75,126.75,-1
49,IBM,20201207  08:05:00,126.75,126.75,126.75,126.75,-1
50,IBM,20201207  08:10:00,126.75,126.75,126.75,126.75,-1
51,IBM,20201207  08:15:00,126.75,126.75,126.75,126.75,-1
52,IBM,20201207  08:20:00,126.75,126.75,126.75,126.75,-1
53,IBM,20201207  08:25:00,126.75,126.75,126.75,126.75,-1
54,IBM,20201207  08:30:00,126.75,126.75,126.75,126.75,-1
55,IBM,20201207  08:35:00,126.75,126.75,126.75,126.75,-1
56,IBM,20201207  08:40:00,126.75,126.75,126.75,126.75,-1
57,IBM,20201207  08:45:00,126.75,126.75,126.75,126.75,-1
58,IBM,20201207  08:50:00,126.75,126.75,126.75,126.75,-1
59,IBM,20201207  08:55:00,126.75,126.75,126.75,126.75,-1
60,IBM,20201207  09:00:00,126.75,126.75,126.75,126.75,-1
61,IBM,20201207  09:05:00,126.75,126.75,126.75,126.75,-1
62,IBM,20201207  09:10:00,126.75,126.75,126.75,126.75,-1
63,IBM,20201207  09:15:00,126.75,126.75,126.75,126.75,-1
64,IBM,20201207  09:20:00,126.75,126.75,126.75,126.75,-1
65,IBM,20201207  09:25:00,126.75,126.75,126.75,126.75,-1
66,IBM,20201207  09:30:00,126.75,126.75,126.75,126.75,-1
67,IBM,20201207  09:35:00,126.75,126.75,126.75,126.75,-1
68,IBM,20201207  09:40:00,126.75,126.75,126.75,126.75,-1
69,IBM,20201207  09:45:00,126.75,126.75,125.865,126.23,-1
70,IBM,20201207  09:50:00,126.23,126.375,126.08,126.11,-1
71,IBM,20201207  09:55:00,126.11,126.42,125.955,126.42,-1
72,IBM,20201207  10:00:00,126.42,126.42,126.035,126.245,-1
73,IBM,20201207  10:05:00,126.245,126.395,126.16,126.26,-1
74,IBM,20201207  10:10:00,126.26,126.535,126.21,126.46,-1
75,IBM,20201207  10:15:00,126.46,126.47,126.255,126.44,-1
76,IBM,20201207  10:20:00,126.44,126.6,126.415,126.46,-1
77,IBM,20201207  10:25:00,126.46,126.5,126.285,126.35,-1
78,IBM,20201207  10:30:00,126.35,126.485,126.285,126.465,-1
79,IBM,20201207  10:35:00,126.465,126.525,126.39,126.525,-1
80,IBM,20201207  10:40:00,126.525,126.77,126.525,126.535,-1
81,IBM,20201207  10:45:00,126.535,126.59,126.375,126.395,-1
82,IBM,20201207  10:50:00,126.395,126.425,126.31,126.38,-1
83,IBM,20201207  10:55:00,126.38,126.385,126.17,126.245,-1
84,IBM,20201207  11:00:00,126.245,126.375,126.19,126.195,-1
85,IBM,20201207  11:05:00,126.195,126.295,126.135,126.2,-1
86,IBM,20201207  11:10:00,126.2,126.22,126.09,126.21,-1
87,IBM,20201207  11:15:00,126.21,126.33,126.205,126.27,-1
88,IBM,20201207  11:20:00,126.27,126.29,126.17,126.21,-1
89,IBM,20201207  11:25:00,126.21,126.28,126.09,126.27,-1
90,IBM,20201207  11:30:00,126.27,126.335,126.195,126.305,-1
91,IBM,20201207  11:35:00,126.305,126.33,126.2,126.28,-1
92,IBM,20201207  11:40:00,126.28,126.295,126.09,126.145,-1
93,IBM,20201207  11:45:00,126.145,126.245,126.115,126.195,-1
94,IBM,20201207  11:50:00,126.195,126.195,126.045,126.11,-1
95,IBM,20201207  11:55:00,126.11,126.11,125.885,125.985,-1
96,IBM,20201207  12:00:00,125.985,126.02,125.9,125.96,-1
97,IBM,20201207  12:05:00,125.96,126.055,125.92,126.035,-1
98,IBM,20201207  12:10:00,126.035,126.035,125.88,125.88,-1
99,IBM,20201207  12:15:00,125.88,126.015,125.825,125.995,-1
100,IBM,20201207  12:20:00,125.995,125.995,125.765,125.795,-1
101,IBM,20201207  12:25:00,125.795,125.87,125.755,125.805,-1
102,IBM,20201207  12:30:00,125.805,125.815,125.665,125.78,-1
103,IBM,20201207  12:35:00,125.78,125.835,125.76,125.83,-1
104,IBM,20201207  12:40:00,125.83,125.835,125.755,125.785,-1
105,IBM,20201207  12:45:00,125.785,125.835,125.73,125.74,-1
106,IBM,20201207  12:50:00,125.74,125.78,125.565,125.59,-1
107,IBM,20201207  12:55:00,125.59,125.695,125.585,125.6,-1
108,IBM,20201207  13:00:00,125.6,125.605,125.525,125.56,-1
109,IBM,20201207  13:05:00,125.56,125.59,125.49,125.58,-1
110,IBM,20201207  13:10:00,125.58,125.64,125.45,125.46,-1
111,IBM,20201207  13:15:00,125.46,125.61,125.405,125.575,-1
112,IBM,20201207  13:20:00,125.575,125.71,125.545,125.685,-1
113,IBM,20201207  13:25:00,125.685,125.685,125.56,125.575,-1
114,IBM,20201207  13:30:00,125.575,125.63,125.435,125.47,-1
115,IBM,20201207  13:35:00,125.47,125.565,125.44,125.465,-1
116,IBM,20201207  13:40:00,125.465,125.465,125.33,125.38,-1
117,IBM,20201207  13:45:00,125.38,125.505,125.375,125.42,-1
118,IBM,20201207  13:50:00,125.42,125.485,125.34,125.48,-1
119,IBM,20201207  13:55:00,125.48,125.48,125.375,125.39,-1
120,IBM,20201207  14:00:00,125.39,125.425,125.28,125.32,-1
121,IBM,20201207  14:05:00,125.32,125.435,125.32,125.415,-1
122,IBM,20201207  14:10:00,125.415,125.415,125.215,125.215,-1
123,IBM,20201207  14:15:00,125.215,125.24,125.055,125.065,-1
124,IBM,20201207  14:20:00,125.065,125.125,124.945,125.02,-1
125,IBM,20201207  14:25:00,125.02,125.19,124.99,125.01,-1
126,IBM,20201207  14:30:00,125.01,125.095,124.97,125.03,-1
127,IBM,20201207  14:35:00,125.03,125.105,125.03,125.095,-1
128,IBM,20201207  14:40:00,125.095,125.105,125.005,125.065,-1
129,IBM,20201207  14:45:00,125.065,125.165,125.055,125.165,-1
130,IBM,20201207  14:50:00,125.165,125.165,125.065,125.07,-1
131,IBM,20201207  14:55:00,125.07,125.12,124.985,125.025,-1
132,IBM,20201207  15:00:00,125.025,125.025,124.88,124.91,-1
133,IBM,20201207  15:05:00,124.91,124.95,124.885,124.93,-1
134,IBM,20201207  15:10:00,124.93,125.03,124.93,124.945,-1
135,IBM,20201207  15:15:00,124.945,125.015,124.91,124.995,-1
136,IBM,20201207  15:20:00,124.995,125.0,124.93,124.985,-1
137,IBM,20201207  15:25:00,124.985,125.065,124.965,124.995,-1
138,IBM,20201207  15:30:00,124.995,125.03,124.93,124.97,-1
139,IBM,20201207  15:35:00,124.97,124.98,124.885,124.885,-1
140,IBM,20201207  15:40:00,124.885,124.895,124.65,124.69,-1
141,IBM,20201207  15:45:00,124.69,124.745,124.56,124.645,-1
142,IBM,20201207  15:50:00,124.645,124.855,124.625,124.845,-1
143,IBM,20201207  15:55:00,124.845,125.025,124.69,124.71,-1
144,IBM,20201207  16:00:00,124.71,125.21,124.67,124.69,-1
145,IBM,20201207  16:05:00,124.69,124.7,124.65,124.675,-1
146,IBM,20201207  16:10:00,124.675,124.695,124.675,124.685,-1
147,IBM,20201207  16:15:00,124.685,125.04,124.685,124.825,-1
148,IBM,20201207  16:20:00,124.825,124.83,124.825,124.83,-1
149,IBM,20201207  16:25:00,124.83,124.83,124.82,124.825,-1
150,IBM,20201207  16:30:00,124.825,124.825,124.82,124.825,-1
151,IBM,20201207  16:35:00,124.825,124.855,124.82,124.85,-1
152,IBM,20201207  16:40:00,124.85,124.97,124.845,124.85,-1
153,IBM,20201207  16:45:00,124.85,124.85,124.635,124.64,-1
154,IBM,20201207  16:50:00,124.64,124.755,124.53,124.75,-1
155,IBM,20201207  16:55:00,124.75,124.755,124.54,124.75,-1
156,IBM,20201207  17:00:00,124.75,124.755,124.745,124.755,-1
157,IBM,20201207  17:05:00,124.755,124.78,124.75,124.78,-1
158,IBM,20201207  17:10:00,124.78,124.8,124.775,124.8,-1
159,IBM,20201207  17:15:00,124.8,124.825,124.8,124.825,-1
160,IBM,20201207  17:20:00,124.825,124.85,124.825,124.825,-1
161,IBM,20201207  17:25:00,124.825,124.83,124.825,124.83,-1
162,IBM,20201207  17:30:00,124.83,124.83,124.83,124.83,-1
163,IBM,20201207  17:35:00,124.83,124.83,124.83,124.83,-1
164,IBM,20201207  17:40:00,124.83,124.85,124.825,124.85,-1
165,IBM,20201207  17:45:00,124.85,124.85,124.85,124.85,-1
166,IBM,20201207  17:50:00,124.85,124.85,124.85,124.85,-1
167,IBM,20201207  17:55:00,124.85,124.85,124.85,124.85,-1
168,IBM,20201207  18:00:00,124.85,124.85,124.85,124.85,-1
169,IBM,20201207  18:05:00,124.85,124.9,124.85,124.85,-1
170,IBM,20201207  18:10:00,124.85,124.855,124.85,124.855,-1
171,IBM,20201207  18:15:00,124.855,124.86,124.855,124.86,-1
172,IBM,20201207  18:20:00,124.86,124.86,124.85,124.85,-1
173,IBM,20201207  18:25:00,124.85,124.85,124.85,124.85,-1
174,IBM,20201207  18:30:00,124.85,124.855,124.85,124.855,-1
175,IBM,20201207  18:35:00,124.855,124.855,124.855,124.855,-1
176,IBM,20201207  18:40:00,124.855,124.855,124.855,124.855,-1
177,IBM,20201207  18:45:00,124.855,124.855,124.855,124.855,-1
178,IBM,20201207  18:50:00,124.855,124.855,124.855,124.855,-1
179,IBM,20201207  18:55:00,124.855,124.96,124.845,124.93,-1
180,IBM,20201207  19:00:00,124.93,124.93,124.625,124.87,-1
181,IBM,20201207  19:05:00,124.87,124.87,124.87,124.87,-1
182,IBM,20201207  19:10:00,124.87,124.87,124.845,124.845,-1
183,IBM,20201207  19:15:00,124.845,124.865,124.825,124.865,-1
184,IBM,20201207  19:20:00,124.865,124.865,124.865,124.865,-1
185,IBM,20201207  19:25:00,124.865,124.9,124.865,124.9,-1
186,IBM,20201207  19:30:00,124.9,124.9,124.9,124.9,-1
187,IBM,20201207  19:35:00,124.9,124.9,124.86,124.86,-1
188,IBM,20201207  19:40:00,124.86,124.89,124.86,124.89,-1
189,IBM,20201207  19:45:00,124.89,124.89,124.89,124.89,-1
190,IBM,20201207  19:50:00,124.89,124.89,124.85,124.85,-1
191,IBM,20201207  19:55:00,124.85,124.85,124.725,124.85,-1
